date,city,price,state
2008-05-01,CO-Denver,129.73,CO
2008-05-01,DC-Washington,199.27,DC
2008-05-01,FL-Miami,193.19,FL
2008-05-01,FL-Tampa,177.14,FL
2008-05-01,GA-Atlanta,124.2,GA
2008-05-01,IL-Chicago,149.94,IL
2008-05-01,MA-Boston,160.34,MA
2008-05-01,MI-Detroit,92.76,MI
2008-05-01,MN-Minneapolis,140.2,MN
2008-05-01,NC-Charlotte,133.16,NC
2008-05-01,NV-Las Vegas,161.1,NV
2008-05-01,NY-New York,194.23,NY
2008-05-01,OH-Cleveland,108.88,OH
2008-05-01,OR-Portland,175.53,OR
2008-05-01,TX-Dallas,121.6,TX
2008-05-01,WA-Seattle,178.6,WA
2008-05-01,Composite-10,181.56,Composite
2008-05-01,Composite-20,168.6,Composite
2008-05-01,National-US,167.05,National
2008-06-01,AZ-Phoenix,153.1,AZ
2008-06-01,CA-Los Angeles,195.7,CA
2008-06-01,CA-San Diego,175.37,CA
2008-06-01,CA-San Francisco,159.83,CA
2008-06-01,CO-Denver,131.66,CO
2008-06-01,DC-Washington,197.6,DC
2008-06-01,FL-Miami,189.87,FL
2008-06-01,FL-Tampa,175.11,FL
2008-06-01,GA-Atlanta,124.6,GA
2008-06-01,IL-Chicago,150.11,IL
2008-06-01,MA-Boston,162.29,MA
2008-06-01,MI-Detroit,92.68,MI
2008-06-01,MN-Minneapolis,141.5,MN
2008-06-01,NC-Charlotte,133.45,NC
2008-06-01,NV-Las Vegas,158.8,NV
2008-06-01,NY-New York,194.74,NY
2008-06-01,OH-Cleveland,109.68,OH
2008-06-01,OR-Portland,175.03,OR
2008-06-01,TX-Dallas,122.4,TX
2008-06-01,WA-Seattle,178.2,WA
2008-06-01,Composite-10,180.52,Composite
2008-06-01,Composite-20,167.7,Composite
2008-06-01,National-US,166.56,National
2008-07-01,AZ-Phoenix,149.0,AZ
2008-07-01,CA-Los Angeles,192.55,CA
2008-07-01,CA-San Diego,172.2,CA
2008-07-01,CA-San Francisco,156.88,CA
2008-07-01,CO-Denver,132.67,CO
2008-07-01,DC-Washington,195.44,DC
2008-07-01,FL-Miami,186.84,FL
2008-07-01,FL-Tampa,175.07,FL
2008-07-01,GA-Atlanta,124.7,GA
2008-07-01,IL-Chicago,149.55,IL
2008-07-01,MA-Boston,162.56,MA
2008-07-01,MI-Detroit,93.21,MI
2008-07-01,MN-Minneapolis,143.4,MN
2008-07-01,NC-Charlotte,133.2,NC
2008-07-01,NV-Las Vegas,154.64,NV
2008-07-01,NY-New York,193.7,NY
2008-07-01,OH-Cleveland,109.37,OH
2008-07-01,OR-Portland,174.21,OR
2008-07-01,TX-Dallas,123.2,TX
2008-07-01,WA-Seattle,176.5,WA
2008-07-01,Composite-10,178.67,Composite
2008-07-01,Composite-20,166.3,Composite
2008-07-01,National-US,165.74,National
2008-08-01,AZ-Phoenix,144.8,AZ
2008-08-01,CA-Los Angeles,189.18,CA
2008-08-01,CA-San Diego,168.23,CA
2008-08-01,CA-San Francisco,151.42,CA
2008-08-01,CO-Denver,132.63,CO
2008-08-01,DC-Washington,194.14,DC
2008-08-01,FL-Miami,183.48,FL
2008-08-01,FL-Tampa,174.3,FL
2008-08-01,GA-Atlanta,124.3,GA
2008-08-01,IL-Chicago,149.46,IL
2008-08-01,MA-Boston,162.73,MA
2008-08-01,MI-Detroit,92.44,MI
2008-08-01,MN-Minneapolis,142.1,MN
2008-08-01,NC-Charlotte,132.1,NC
2008-08-01,NV-Las Vegas,150.93,NV
2008-08-01,NY-New York,193.48,NY
2008-08-01,OH-Cleveland,110.54,OH
2008-08-01,OR-Portland,171.93,OR
2008-08-01,TX-Dallas,123.0,TX
2008-08-01,WA-Seattle,175.2,WA
2008-08-01,Composite-10,176.71,Composite
2008-08-01,Composite-20,164.6,Composite
2008-08-01,National-US,164.31,National
2008-09-01,AZ-Phoenix,139.7,AZ
2008-09-01,CA-Los Angeles,184.54,CA
2008-09-01,CA-San Diego,164.12,CA
2008-09-01,CA-San Francisco,145.53,CA
2008-09-01,CO-Denver,130.95,CO
2008-09-01,DC-Washington,190.0,DC
2008-09-01,FL-Miami,178.72,FL
2008-09-01,FL-Tampa,171.24,FL
2008-09-01,GA-Atlanta,122.7,GA
2008-09-01,IL-Chicago,147.83,IL
2008-09-01,MA-Boston,160.98,MA
2008-09-01,MI-Detroit,90.17,MI
2008-09-01,MN-Minneapolis,140.7,MN
2008-09-01,NC-Charlotte,130.4,NC
2008-09-01,NV-Las Vegas,146.86,NV
2008-09-01,NY-New York,191.66,NY
2008-09-01,OH-Cleveland,109.87,OH
2008-09-01,OR-Portland,169.67,OR
2008-09-01,TX-Dallas,122.0,TX
2008-09-01,WA-Seattle,172.8,WA
2008-09-01,Composite-10,173.35,Composite
2008-09-01,Composite-20,161.6,Composite
2008-09-01,National-US,161.94,National
2008-10-01,AZ-Phoenix,135.1,AZ
2008-10-01,CA-Los Angeles,179.82,CA
2008-10-01,CA-San Diego,159.12,CA
2008-10-01,CA-San Francisco,139.44,CA
2008-10-01,CO-Denver,129.04,CO
2008-10-01,DC-Washington,184.83,DC
2008-10-01,FL-Miami,173.42,FL
2008-10-01,FL-Tampa,165.44,FL
2008-10-01,GA-Atlanta,119.7,GA
2008-10-01,IL-Chicago,145.48,IL
2008-10-01,MA-Boston,159.17,MA
2008-10-01,MI-Detroit,86.1,MI
2008-10-01,MN-Minneapolis,135.9,MN
2008-10-01,NC-Charlotte,128.02,NC
2008-10-01,NV-Las Vegas,142.74,NV
2008-10-01,NY-New York,189.66,NY
2008-10-01,OH-Cleveland,108.76,OH
2008-10-01,OR-Portland,166.44,OR
2008-10-01,TX-Dallas,120.5,TX
2008-10-01,WA-Seattle,170.4,WA
2008-10-01,Composite-10,169.67,Composite
2008-10-01,Composite-20,158.0,Composite
2008-10-01,National-US,159.19,National
2008-11-01,AZ-Phoenix,130.5,AZ
2008-11-01,CA-Los Angeles,175.85,CA
2008-11-01,CA-San Diego,155.47,CA
2008-11-01,CA-San Francisco,135.28,CA
2008-11-01,CO-Denver,127.66,CO
2008-11-01,DC-Washington,180.27,DC
2008-11-01,FL-Miami,169.62,FL
2008-11-01,FL-Tampa,160.86,FL
2008-11-01,GA-Atlanta,116.4,GA
2008-11-01,IL-Chicago,141.39,IL
2008-11-01,MA-Boston,155.03,MA
2008-11-01,MI-Detroit,83.42,MI
2008-11-01,MN-Minneapolis,132.9,MN
2008-11-01,NC-Charlotte,125.61,NC
2008-11-01,NV-Las Vegas,138.04,NV
2008-11-01,NY-New York,186.52,NY
2008-11-01,OH-Cleveland,107.43,OH
2008-11-01,OR-Portland,162.62,OR
2008-11-01,TX-Dallas,118.2,TX
2008-11-01,WA-Seattle,166.2,WA
2008-11-01,Composite-10,165.95,Composite
2008-11-01,Composite-20,154.5,Composite
2008-11-01,National-US,156.1,National
2008-12-01,AZ-Phoenix,123.9,AZ
2008-12-01,CA-Los Angeles,171.4,CA
2008-12-01,CA-San Diego,152.16,CA
2008-12-01,CA-San Francisco,130.12,CA
2008-12-01,CO-Denver,125.74,CO
2008-12-01,DC-Washington,175.56,DC
2008-12-01,FL-Miami,165.01,FL
2008-12-01,FL-Tampa,156.02,FL
2008-12-01,GA-Atlanta,113.0,GA
2008-12-01,IL-Chicago,137.16,IL
2008-12-01,MA-Boston,153.05,MA
2008-12-01,MI-Detroit,80.89,MI
2008-12-01,MN-Minneapolis,126.2,MN
2008-12-01,NC-Charlotte,122.37,NC
2008-12-01,NV-Las Vegas,131.4,NV
2008-12-01,NY-New York,183.45,NY
2008-12-01,OH-Cleveland,105.21,OH
2008-12-01,OR-Portland,158.5,OR
2008-12-01,TX-Dallas,115.4,TX
2008-12-01,WA-Seattle,160.1,WA
2008-12-01,Composite-10,162.09,Composite
2008-12-01,Composite-20,150.5,Composite
2008-12-01,National-US,152.57,National
2009-01-01,AZ-Phoenix,117.1,AZ
2009-01-01,CA-Los Angeles,166.55,CA
2009-01-01,CA-San Diego,148.26,CA
2009-01-01,CA-San Francisco,124.4,CA
2009-01-01,CO-Denver,122.33,CO
2009-01-01,DC-Washington,171.98,DC
2009-01-01,FL-Miami,158.97,FL
2009-01-01,FL-Tampa,149.26,FL
2009-01-01,GA-Atlanta,109.4,GA
2009-01-01,IL-Chicago,130.85,IL
2009-01-01,MA-Boston,150.73,MA
2009-01-01,MI-Detroit,77.47,MI
2009-01-01,MN-Minneapolis,120.4,MN
2009-01-01,NC-Charlotte,121.0,NC
2009-01-01,NV-Las Vegas,125.68,NV
2009-01-01,NY-New York,180.93,NY
2009-01-01,OH-Cleveland,102.89,OH
2009-01-01,OR-Portland,153.8,OR
2009-01-01,TX-Dallas,112.6,TX
2009-01-01,WA-Seattle,154.3,WA
2009-01-01,Composite-10,157.96,Composite
2009-01-01,Composite-20,146.3,Composite
2009-01-01,National-US,149.39,National
2009-02-01,AZ-Phoenix,111.9,AZ
2009-02-01,CA-Los Angeles,163.17,CA
2009-02-01,CA-San Diego,146.83,CA
2009-02-01,CA-San Francisco,120.35,CA
2009-02-01,CO-Denver,120.21,CO
2009-02-01,DC-Washington,168.05,DC
2009-02-01,FL-Miami,154.23,FL
2009-02-01,FL-Tampa,145.33,FL
2009-02-01,GA-Atlanta,106.6,GA
2009-02-01,IL-Chicago,126.38,IL
2009-02-01,MA-Boston,148.77,MA
2009-02-01,MI-Detroit,74.51,MI
2009-02-01,MN-Minneapolis,116.4,MN
2009-02-01,NC-Charlotte,119.04,NC
2009-02-01,NV-Las Vegas,121.11,NV
2009-02-01,NY-New York,177.84,NY
2009-02-01,OH-Cleveland,97.76,OH
2009-02-01,OR-Portland,150.88,OR
2009-02-01,TX-Dallas,112.2,TX
2009-02-01,WA-Seattle,152.1,WA
2009-02-01,Composite-10,154.61,Composite
2009-02-01,Composite-20,143.1,Composite
2009-02-01,National-US,147.65,National
2009-03-01,AZ-Phoenix,106.9,AZ
2009-03-01,CA-Los Angeles,160.89,CA
2009-03-01,CA-San Diego,144.58,CA
2009-03-01,CA-San Francisco,117.71,CA
2009-03-01,CO-Denver,120.37,CO
2009-03-01,DC-Washington,165.94,DC
2009-03-01,FL-Miami,148.75,FL
2009-03-01,FL-Tampa,141.48,FL
2009-03-01,GA-Atlanta,105.0,GA
2009-03-01,IL-Chicago,122.5,IL
2009-03-01,MA-Boston,145.83,MA
2009-03-01,MI-Detroit,70.94,MI
2009-03-01,MN-Minneapolis,109.5,MN
2009-03-01,NC-Charlotte,119.39,NC
2009-03-01,NV-Las Vegas,116.53,NV
2009-03-01,NY-New York,173.6,NY
2009-03-01,OH-Cleveland,96.86,OH
2009-03-01,OR-Portland,147.68,OR
2009-03-01,TX-Dallas,112.3,TX
2009-03-01,WA-Seattle,149.0,WA
2009-03-01,Composite-10,151.48,Composite
2009-03-01,Composite-20,140.0,Composite
2009-03-01,National-US,146.54,National
2009-04-01,AZ-Phoenix,104.4,AZ
2009-04-01,CA-Los Angeles,159.37,CA
2009-04-01,CA-San Diego,144.43,CA
2009-04-01,CA-San Francisco,118.46,CA
2009-04-01,CO-Denver,122.15,CO
2009-04-01,DC-Washington,167.3,DC
2009-04-01,FL-Miami,145.78,FL
2009-04-01,FL-Tampa,140.41,FL
2009-04-01,GA-Atlanta,105.4,GA
2009-04-01,IL-Chicago,122.37,IL
2009-04-01,MA-Boston,146.45,MA
2009-04-01,MI-Detroit,69.92,MI
2009-04-01,MN-Minneapolis,108.6,MN
2009-04-01,NC-Charlotte,118.69,NC
2009-04-01,NV-Las Vegas,112.4,NV
2009-04-01,NY-New York,170.69,NY
2009-04-01,OH-Cleveland,98.07,OH
2009-04-01,OR-Portland,146.85,OR
2009-04-01,TX-Dallas,114.3,TX
2009-04-01,WA-Seattle,149.3,WA
2009-04-01,Composite-10,150.44,Composite
2009-04-01,Composite-20,139.2,Composite
2009-04-01,National-US,146.97,National
2009-05-01,AZ-Phoenix,103.5,AZ
2009-05-01,CA-Los Angeles,159.18,CA
2009-05-01,CA-San Diego,145.06,CA
2009-05-01,CA-San Francisco,120.16,CA
2009-05-01,CO-Denver,123.78,CO
2009-05-01,DC-Washington,169.49,DC
2009-05-01,FL-Miami,144.59,FL
2009-05-01,FL-Tampa,140.35,FL
2009-05-01,GA-Atlanta,105.9,GA
2009-05-01,IL-Chicago,123.73,IL
2009-05-01,MA-Boston,148.77,MA
2009-05-01,MI-Detroit,70.05,MI
2009-05-01,MN-Minneapolis,109.8,MN
2009-05-01,NC-Charlotte,119.8,NC
2009-05-01,NV-Las Vegas,109.5,NV
2009-05-01,NY-New York,171.17,NY
2009-05-01,OH-Cleveland,102.11,OH
2009-05-01,OR-Portland,146.97,OR
2009-05-01,TX-Dallas,116.5,TX
2009-05-01,WA-Seattle,148.9,WA
2009-05-01,Composite-10,151.19,Composite
2009-05-01,Composite-20,139.9,Composite
2009-05-01,National-US,148.2,National
2009-06-01,AZ-Phoenix,104.7,AZ
2009-06-01,CA-Los Angeles,160.9,CA
2009-06-01,CA-San Diego,147.31,CA
2009-06-01,CA-San Francisco,124.7,CA
2009-06-01,CO-Denver,126.92,CO
2009-06-01,DC-Washington,173.21,DC
2009-06-01,FL-Miami,145.38,FL
2009-06-01,FL-Tampa,140.9,FL
2009-06-01,GA-Atlanta,107.6,GA
2009-06-01,IL-Chicago,124.99,IL
2009-06-01,MA-Boston,152.71,MA
2009-06-01,MI-Detroit,69.49,MI
2009-06-01,MN-Minneapolis,113.7,MN
2009-06-01,NC-Charlotte,120.54,NC
2009-06-01,NV-Las Vegas,107.31,NV
2009-06-01,NY-New York,172.34,NY
2009-06-01,OH-Cleveland,106.38,OH
2009-06-01,OR-Portland,148.47,OR
2009-06-01,TX-Dallas,119.7,TX
2009-06-01,WA-Seattle,149.5,WA
2009-06-01,Composite-10,153.35,Composite
2009-06-01,Composite-20,141.9,Composite
2009-06-01,National-US,149.83,National
2009-07-01,AZ-Phoenix,106.6,AZ
2009-07-01,CA-Los Angeles,163.97,CA
2009-07-01,CA-San Diego,150.99,CA
2009-07-01,CA-San Francisco,128.86,CA
2009-07-01,CO-Denver,128.79,CO
2009-07-01,DC-Washington,176.45,DC
2009-07-01,FL-Miami,147.27,FL
2009-07-01,FL-Tampa,142.84,FL
2009-07-01,GA-Atlanta,110.0,GA
2009-07-01,IL-Chicago,128.32,IL
2009-07-01,MA-Boston,154.53,MA
2009-07-01,MI-Detroit,70.24,MI
2009-07-01,MN-Minneapolis,119.3,MN
2009-07-01,NC-Charlotte,121.23,NC
2009-07-01,NV-Las Vegas,106.08,NV
2009-07-01,NY-New York,173.91,NY
2009-07-01,OH-Cleveland,107.93,OH
2009-07-01,OR-Portland,150.06,OR
2009-07-01,TX-Dallas,121.2,TX
2009-07-01,WA-Seattle,149.4,WA
2009-07-01,Composite-10,155.95,Composite
2009-07-01,Composite-20,144.3,Composite
2009-07-01,National-US,150.78,National
2009-08-01,AZ-Phoenix,108.4,AZ
2009-08-01,CA-Los Angeles,166.62,CA
2009-08-01,CA-San Diego,153.34,CA
2009-08-01,CA-San Francisco,132.47,CA
2009-08-01,CO-Denver,130.07,CO
2009-08-01,DC-Washington,179.57,DC
2009-08-01,FL-Miami,148.91,FL
2009-08-01,FL-Tampa,143.43,FL
2009-08-01,GA-Atlanta,111.2,GA
2009-08-01,IL-Chicago,130.55,IL
2009-08-01,MA-Boston,155.94,MA
2009-08-01,MI-Detroit,71.59,MI
2009-08-01,MN-Minneapolis,122.9,MN
2009-08-01,NC-Charlotte,120.72,NC
2009-08-01,NV-Las Vegas,105.78,NV
2009-08-01,NY-New York,175.13,NY
2009-08-01,OH-Cleveland,107.42,OH
2009-08-01,OR-Portland,150.46,OR
2009-08-01,TX-Dallas,121.5,TX
2009-08-01,WA-Seattle,149.5,WA
2009-08-01,Composite-10,158.07,Composite
2009-08-01,Composite-20,146.1,Composite
2009-08-01,National-US,150.7,National
2009-09-01,AZ-Phoenix,109.2,AZ
2009-09-01,CA-Los Angeles,168.03,CA
2009-09-01,CA-San Diego,154.76,CA
2009-09-01,CA-San Francisco,134.16,CA
2009-09-01,CO-Denver,129.44,CO
2009-09-01,DC-Washington,180.71,DC
2009-09-01,FL-Miami,149.69,FL
2009-09-01,FL-Tampa,142.57,FL
2009-09-01,GA-Atlanta,111.2,GA
2009-09-01,IL-Chicago,132.13,IL
2009-09-01,MA-Boston,155.62,MA
2009-09-01,MI-Detroit,72.81,MI
2009-09-01,MN-Minneapolis,125.2,MN
2009-09-01,NC-Charlotte,119.84,NC
2009-09-01,NV-Las Vegas,104.82,NV
2009-09-01,NY-New York,174.81,NY
2009-09-01,OH-Cleveland,105.75,OH
2009-09-01,OR-Portland,149.72,OR
2009-09-01,TX-Dallas,120.6,TX
2009-09-01,WA-Seattle,148.9,WA
2009-09-01,Composite-10,158.77,Composite
2009-09-01,Composite-20,146.6,Composite
2009-09-01,National-US,149.65,National
2009-10-01,AZ-Phoenix,110.7,AZ
2009-10-01,CA-Los Angeles,168.43,CA
2009-10-01,CA-San Diego,155.37,CA
2009-10-01,CA-San Francisco,135.81,CA
2009-10-01,CO-Denver,128.9,CO
2009-10-01,DC-Washington,180.08,DC
2009-10-01,FL-Miami,149.09,FL
2009-10-01,FL-Tampa,140.27,FL
2009-10-01,GA-Atlanta,110.1,GA
2009-10-01,IL-Chicago,130.75,IL
2009-10-01,MA-Boston,154.71,MA
2009-10-01,MI-Detroit,72.88,MI
2009-10-01,MN-Minneapolis,124.8,MN
2009-10-01,NC-Charlotte,119.05,NC
2009-10-01,NV-Las Vegas,104.71,NV
2009-10-01,NY-New York,174.42,NY
2009-10-01,OH-Cleveland,104.97,OH
2009-10-01,OR-Portland,149.88,OR
2009-10-01,TX-Dallas,119.9,TX
2009-10-01,WA-Seattle,149.2,WA
2009-10-01,Composite-10,158.68,Composite
2009-10-01,Composite-20,146.4,Composite
2009-10-01,National-US,148.61,National
2009-11-01,AZ-Phoenix,111.9,AZ
2009-11-01,CA-Los Angeles,169.72,CA
2009-11-01,CA-San Diego,156.06,CA
2009-11-01,CA-San Francisco,136.63,CA
2009-11-01,CO-Denver,128.29,CO
2009-11-01,DC-Washington,179.17,DC
2009-11-01,FL-Miami,149.08,FL
2009-11-01,FL-Tampa,139.66,FL
2009-11-01,GA-Atlanta,109.2,GA
2009-11-01,IL-Chicago,129.36,IL
2009-11-01,MA-Boston,153.98,MA
2009-11-01,MI-Detroit,72.41,MI
2009-11-01,MN-Minneapolis,124.3,MN
2009-11-01,NC-Charlotte,118.66,NC
2009-11-01,NV-Las Vegas,104.22,NV
2009-11-01,NY-New York,172.65,NY
2009-11-01,OH-Cleveland,104.75,OH
2009-11-01,OR-Portland,150.38,OR
2009-11-01,TX-Dallas,119.9,TX
2009-11-01,WA-Seattle,148.5,WA
2009-11-01,Composite-10,158.33,Composite
2009-11-01,Composite-20,146.1,Composite
2009-11-01,National-US,147.97,National
2009-12-01,AZ-Phoenix,112.4,AZ
2009-12-01,CA-Los Angeles,171.38,CA
2009-12-01,CA-San Diego,156.29,CA
2009-12-01,CA-San Francisco,136.4,CA
2009-12-01,CO-Denver,127.2,CO
2009-12-01,DC-Washington,178.8,DC
2009-12-01,FL-Miami,148.66,FL
2009-12-01,FL-Tampa,138.85,FL
2009-12-01,GA-Atlanta,108.6,GA
2009-12-01,IL-Chicago,127.26,IL
2009-12-01,MA-Boston,153.78,MA
2009-12-01,MI-Detroit,72.56,MI
2009-12-01,MN-Minneapolis,123.6,MN
2009-12-01,NC-Charlotte,117.79,NC
2009-12-01,NV-Las Vegas,104.38,NV
2009-12-01,NY-New York,171.85,NY
2009-12-01,OH-Cleveland,103.86,OH
2009-12-01,OR-Portland,149.95,OR
2009-12-01,TX-Dallas,118.8,TX
2009-12-01,WA-Seattle,147.5,WA
2009-12-01,Composite-10,158.16,Composite
2009-12-01,Composite-20,145.8,Composite
2009-12-01,National-US,146.7,National
2010-01-01,AZ-Phoenix,111.7,AZ
2010-01-01,CA-Los Angeles,172.97,CA
2010-01-01,CA-San Diego,156.95,CA
2010-01-01,CA-San Francisco,135.63,CA
2010-01-01,CO-Denver,125.59,CO
2010-01-01,DC-Washington,177.4,DC
2010-01-01,FL-Miami,148.32,FL
2010-01-01,FL-Tampa,138.18,FL
2010-01-01,GA-Atlanta,107.0,GA
2010-01-01,IL-Chicago,125.11,IL
2010-01-01,MA-Boston,153.01,MA
2010-01-01,MI-Detroit,71.84,MI
2010-01-01,MN-Minneapolis,122.5,MN
2010-01-01,NC-Charlotte,117.16,NC
2010-01-01,NV-Las Vegas,103.82,NV
2010-01-01,NY-New York,171.39,NY
2010-01-01,OH-Cleveland,103.29,OH
2010-01-01,OR-Portland,147.29,OR
2010-01-01,TX-Dallas,117.2,TX
2010-01-01,WA-Seattle,145.0,WA
2010-01-01,Composite-10,157.87,Composite
2010-01-01,Composite-20,145.3,Composite
2010-01-01,National-US,145.0,National
2010-02-01,AZ-Phoenix,110.1,AZ
2010-02-01,CA-Los Angeles,171.81,CA
2010-02-01,CA-San Diego,157.92,CA
2010-02-01,CA-San Francisco,134.67,CA
2010-02-01,CO-Denver,124.54,CO
2010-02-01,DC-Washington,176.57,DC
2010-02-01,FL-Miami,147.52,FL
2010-02-01,FL-Tampa,136.54,FL
2010-02-01,GA-Atlanta,105.6,GA
2010-02-01,IL-Chicago,122.57,IL
2010-02-01,MA-Boston,151.42,MA
2010-02-01,MI-Detroit,70.55,MI
2010-02-01,MN-Minneapolis,119.8,MN
2010-02-01,NC-Charlotte,115.98,NC
2010-02-01,NV-Las Vegas,103.4,NV
2010-02-01,NY-New York,170.56,NY
2010-02-01,OH-Cleveland,101.53,OH
2010-02-01,OR-Portland,143.69,OR
2010-02-01,TX-Dallas,115.2,TX
2010-02-01,WA-Seattle,143.5,WA
2010-02-01,Composite-10,156.85,Composite
2010-02-01,Composite-20,144.0,Composite
2010-02-01,National-US,143.06,National
2010-03-01,AZ-Phoenix,109.5,AZ
2010-03-01,CA-Los Angeles,170.61,CA
2010-03-01,CA-San Diego,160.22,CA
2010-03-01,CA-San Francisco,136.74,CA
2010-03-01,CO-Denver,125.31,CO
2010-03-01,DC-Washington,175.41,DC
2010-03-01,FL-Miami,146.15,FL
2010-03-01,FL-Tampa,136.46,FL
2010-03-01,GA-Atlanta,103.7,GA
2010-03-01,IL-Chicago,119.71,IL
2010-03-01,MA-Boston,151.39,MA
2010-03-01,MI-Detroit,67.68,MI
2010-03-01,MN-Minneapolis,117.2,MN
2010-03-01,NC-Charlotte,114.77,NC
2010-03-01,NV-Las Vegas,102.58,NV
2010-03-01,NY-New York,169.26,NY
2010-03-01,OH-Cleveland,103.32,OH
2010-03-01,OR-Portland,143.61,OR
2010-03-01,TX-Dallas,115.8,TX
2010-03-01,WA-Seattle,143.7,WA
2010-03-01,Composite-10,156.21,Composite
2010-03-01,Composite-20,143.3,Composite
2010-03-01,National-US,143.6,National
2010-04-01,AZ-Phoenix,110.0,AZ
2010-04-01,CA-Los Angeles,171.78,CA
2010-04-01,CA-San Diego,161.39,CA
2010-04-01,CA-San Francisco,139.77,CA
2010-04-01,CO-Denver,127.5,CO
2010-04-01,DC-Washington,179.51,DC
2010-04-01,FL-Miami,145.04,FL
2010-04-01,FL-Tampa,137.09,FL
2010-04-01,GA-Atlanta,105.6,GA
2010-04-01,IL-Chicago,120.43,IL
2010-04-01,MA-Boston,153.56,MA
2010-04-01,MI-Detroit,67.81,MI
2010-04-01,MN-Minneapolis,119.3,MN
2010-04-01,NC-Charlotte,116.05,NC
2010-04-01,NV-Las Vegas,102.82,NV
2010-04-01,NY-New York,168.89,NY
2010-04-01,OH-Cleveland,104.77,OH
2010-04-01,OR-Portland,146.25,OR
2010-04-01,TX-Dallas,118.1,TX
2010-04-01,WA-Seattle,145.1,WA
2010-04-01,Composite-10,157.35,Composite
2010-04-01,Composite-20,144.5,Composite
2010-04-01,National-US,145.39,National
2010-05-01,AZ-Phoenix,111.0,AZ
2010-05-01,CA-Los Angeles,174.67,CA
2010-05-01,CA-San Diego,163.11,CA
2010-05-01,CA-San Francisco,142.16,CA
2010-05-01,CO-Denver,128.24,CO
2010-05-01,DC-Washington,182.58,DC
2010-05-01,FL-Miami,146.33,FL
2010-05-01,FL-Tampa,138.29,FL
2010-05-01,GA-Atlanta,107.8,GA
2010-05-01,IL-Chicago,121.9,IL
2010-05-01,MA-Boston,155.95,MA
2010-05-01,MI-Detroit,68.34,MI
2010-05-01,MN-Minneapolis,122.7,MN
2010-05-01,NC-Charlotte,116.39,NC
2010-05-01,NV-Las Vegas,102.35,NV
2010-05-01,NY-New York,170.47,NY
2010-05-01,OH-Cleveland,105.85,OH
2010-05-01,OR-Portland,147.98,OR
2010-05-01,TX-Dallas,119.9,TX
2010-05-01,WA-Seattle,146.8,WA
2010-05-01,Composite-10,159.41,Composite
2010-05-01,Composite-20,146.4,Composite
2010-05-01,National-US,147.03,National
2010-06-01,AZ-Phoenix,110.9,AZ
2010-06-01,CA-Los Angeles,175.66,CA
2010-06-01,CA-San Diego,163.82,CA
2010-06-01,CA-San Francisco,142.55,CA
2010-06-01,CO-Denver,129.2,CO
2010-06-01,DC-Washington,185.74,DC
2010-06-01,FL-Miami,146.92,FL
2010-06-01,FL-Tampa,138.58,FL
2010-06-01,GA-Atlanta,109.7,GA
2010-06-01,IL-Chicago,124.9,IL
2010-06-01,MA-Boston,157.83,MA
2010-06-01,MI-Detroit,70.04,MI
2010-06-01,MN-Minneapolis,125.9,MN
2010-06-01,NC-Charlotte,117.24,NC
2010-06-01,NV-Las Vegas,101.77,NV
2010-06-01,NY-New York,172.85,NY
2010-06-01,OH-Cleveland,107.26,OH
2010-06-01,OR-Portland,148.73,OR
2010-06-01,TX-Dallas,121.0,TX
2010-06-01,WA-Seattle,146.8,WA
2010-06-01,Composite-10,161.06,Composite
2010-06-01,Composite-20,147.9,Composite
2010-06-01,National-US,147.69,National
2010-07-01,AZ-Phoenix,110.3,AZ
2010-07-01,CA-Los Angeles,176.27,CA
2010-07-01,CA-San Diego,165.02,CA
2010-07-01,CA-San Francisco,143.23,CA
2010-07-01,CO-Denver,128.72,CO
2010-07-01,DC-Washington,187.15,DC
2010-07-01,FL-Miami,147.88,FL
2010-07-01,FL-Tampa,138.24,FL
2010-07-01,GA-Atlanta,110.0,GA
2010-07-01,IL-Chicago,126.17,IL
2010-07-01,MA-Boston,158.83,MA
2010-07-01,MI-Detroit,71.17,MI
2010-07-01,MN-Minneapolis,126.7,MN
2010-07-01,NC-Charlotte,117.03,NC
2010-07-01,NV-Las Vegas,100.91,NV
2010-07-01,NY-New York,175.02,NY
2010-07-01,OH-Cleveland,107.31,OH
2010-07-01,OR-Portland,148.33,OR
2010-07-01,TX-Dallas,120.7,TX
2010-07-01,WA-Seattle,147.0,WA
2010-07-01,Composite-10,162.24,Composite
2010-07-01,Composite-20,148.8,Composite
2010-07-01,National-US,147.54,National
2010-08-01,AZ-Phoenix,108.8,AZ
2010-08-01,CA-Los Angeles,175.55,CA
2010-08-01,CA-San Diego,163.99,CA
2010-08-01,CA-San Francisco,142.83,CA
2010-08-01,CO-Denver,128.57,CO
2010-08-01,DC-Washington,187.05,DC
2010-08-01,FL-Miami,147.47,FL
2010-08-01,FL-Tampa,137.53,FL
2010-08-01,GA-Atlanta,108.9,GA
2010-08-01,IL-Chicago,126.7,IL
2010-08-01,MA-Boston,158.35,MA
2010-08-01,MI-Detroit,71.5,MI
2010-08-01,MN-Minneapolis,126.3,MN
2010-08-01,NC-Charlotte,116.57,NC
2010-08-01,NV-Las Vegas,101.03,NV
2010-08-01,NY-New York,175.18,NY
2010-08-01,OH-Cleveland,107.0,OH
2010-08-01,OR-Portland,147.02,OR
2010-08-01,TX-Dallas,119.3,TX
2010-08-01,WA-Seattle,145.9,WA
